סוג_מבנה,סוג_הזמנה,סוג_חיבור,חיבור_קיים,חיבור_מבוקש,גודל_חיבור,התקנת_מונים,גודל_חיבור_ציבורי,מספר_יחידות,עלות_הזמנה,עלות_חפירה,עלות_בדיקת_מתקן,סהכ_לפני_מעמ,מעמ,סהכ_כולל,endpoint
מגורים,חיבור חדש לבניין מגורים,,,,1X40,פיזור מונים,3X315,1,43996.82,3343.55,545.35,47885.72,8619.43,56505.15,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,1X40,פיזור מונים,3X400,1,54701.78,3343.55,545.35,58590.68,10546.32,69137.00,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,1X40,פיזור מונים,3X500,1,67221.14,3343.55,545.35,71110.04,12799.81,83909.85,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,1X40,פיזור מונים,3X630,1,83550.74,3343.55,545.35,87439.64,15739.14,103178.78,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,1X40,פיזור מונים,3X800,1,104779.22,3343.55,545.35,108668.12,19560.26,128228.38,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,1X40,פיזור מונים,3X910,1,118750.10,3343.55,545.35,122639.00,22075.02,144714.02,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X25,פיזור מונים,1X40,1,7581.81,3343.55,545.35,11470.71,2064.73,13535.44,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X25,פיזור מונים,3X25,1,7581.81,3343.55,545.35,11470.71,2064.73,13535.44,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X25,פיזור מונים,3X35,1,8833.75,3343.55,545.35,12722.65,2290.08,15012.73,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X25,פיזור מונים,3X40,1,9468.79,3343.55,545.35,13357.69,2404.38,15762.07,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X25,פיזור מונים,3X50,1,10720.73,3343.55,545.35,14609.63,2629.73,17239.36,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X25,פיזור מונים,3X63,1,12353.69,3343.55,545.35,16242.59,2923.67,19166.25,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X25,פיזור מונים,3X80,1,14476.53,3343.55,545.35,18365.43,3305.78,21671.21,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X25,פיזור מונים,3X100,1,16998.55,3343.55,545.35,20887.45,3759.74,24647.19,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X25,פיזור מונים,3X125,1,20137.46,3343.55,545.35,24026.36,4324.75,28351.11,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X25,פיזור מונים,3X160,1,24528.31,3343.55,545.35,28417.21,5115.10,33532.31,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X25,פיזור מונים,3X200,1,29554.20,3343.55,545.35,33443.10,6019.76,39462.86,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X25,פיזור מונים,3X250,1,35832.02,3343.55,545.35,39720.92,7149.77,46870.69,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X25,פיזור מונים,3X315,1,43996.82,3343.55,545.35,47885.72,8619.43,56505.15,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X25,פיזור מונים,3X400,1,54701.78,3343.55,545.35,58590.68,10546.32,69137.00,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X25,פיזור מונים,3X500,1,67221.14,3343.55,545.35,71110.04,12799.81,83909.85,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X25,פיזור מונים,3X630,1,83550.74,3343.55,545.35,87439.64,15739.14,103178.78,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X25,פיזור מונים,3X800,1,104779.22,3343.55,545.35,108668.12,19560.26,128228.38,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X25,פיזור מונים,3X910,1,118750.10,3343.55,545.35,122639.00,22075.02,144714.02,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X40,פיזור מונים,1X40,1,9468.79,3343.55,545.35,13357.69,2404.38,15762.07,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X40,פיזור מונים,3X25,1,9468.79,3343.55,545.35,13357.69,2404.38,15762.07,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X40,פיזור מונים,3X35,1,10720.73,3343.55,545.35,14609.63,2629.73,17239.36,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X40,פיזור מונים,3X40,1,11355.77,3343.55,545.35,15244.67,2744.04,17988.71,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X40,פיזור מונים,3X50,1,12607.70,3343.55,545.35,16496.60,2969.39,19465.99,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X40,פיזור מונים,3X63,1,14240.66,3343.55,545.35,18129.56,3263.32,21392.88,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X40,פיזור מונים,3X80,1,16363.51,3343.55,545.35,20252.41,3645.43,23897.84,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X40,פיזור מונים,3X100,1,18885.53,3343.55,545.35,22774.43,4099.40,26873.82,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X40,פיזור מונים,3X125,1,22024.44,3343.55,545.35,25913.34,4664.40,30577.74,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X40,פיזור מונים,3X160,1,26415.29,3343.55,545.35,30304.19,5454.75,35758.94,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X40,פיזור מונים,3X200,1,31441.17,3343.55,545.35,35330.07,6359.41,41689.49,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X40,פיזור מונים,3X250,1,37719.00,3343.55,545.35,41607.90,7489.42,49097.32,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X40,פיזור מונים,3X315,1,45883.80,3343.55,545.35,49772.70,8959.09,58731.78,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X40,פיזור מונים,3X400,1,56588.76,3343.55,545.35,60477.66,10885.98,71363.64,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X40,פיזור מונים,3X500,1,69108.12,3343.55,545.35,72997.02,13139.46,86136.48,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X40,פיזור מונים,3X630,1,85437.72,3343.55,545.35,89326.62,16078.79,105405.41,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X40,פיזור מונים,3X800,1,106666.20,3343.55,545.35,110555.10,19899.92,130455.02,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X40,פיזור מונים,3X910,1,120637.08,3343.55,545.35,124525.98,22414.68,146940.65,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X63,פיזור מונים,1X40,1,12353.69,3343.55,545.35,16242.59,2923.67,19166.25,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X63,פיזור מונים,3X25,1,12353.69,3343.55,545.35,16242.59,2923.67,19166.25,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X63,פיזור מונים,3X35,1,13605.62,3343.55,545.35,17494.52,3149.01,20643.54,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X63,פיזור מונים,3X40,1,14240.66,3343.55,545.35,18129.56,3263.32,21392.88,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X63,פיזור מונים,3X50,1,15492.60,3343.55,545.35,19381.50,3488.67,22870.17,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X63,פיזור מונים,3X63,1,17125.56,3343.55,545.35,21014.46,3782.60,24797.06,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X63,פיזור מונים,3X80,1,19248.41,3343.55,545.35,23137.31,4164.72,27302.02,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X63,פיזור מונים,3X100,1,21770.42,3343.55,545.35,25659.32,4618.68,30278.00,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X63,פיזור מונים,3X125,1,24909.33,3343.55,545.35,28798.23,5183.68,33981.92,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X63,פיזור מונים,3X160,1,29300.18,3343.55,545.35,33189.08,5974.03,39163.12,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X63,פיזור מונים,3X200,1,34326.07,3343.55,545.35,38214.97,6878.69,45093.66,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X63,פיזור מונים,3X250,1,40603.89,3343.55,545.35,44492.79,8008.70,52501.50,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X63,פיזור מונים,3X315,1,48768.69,3343.55,545.35,52657.59,9478.37,62135.96,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X63,פיזור מונים,3X400,1,59473.65,3343.55,545.35,63362.55,11405.26,74767.81,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X63,פיזור מונים,3X500,1,71993.01,3343.55,545.35,75881.91,13658.74,89540.66,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X63,פיזור מונים,3X630,1,88322.61,3343.55,545.35,92211.51,16598.07,108809.59,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X63,פיזור מונים,3X800,1,109551.09,3343.55,545.35,113439.99,20419.20,133859.19,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X63,פיזור מונים,3X910,1,123521.97,3343.55,545.35,127410.87,22933.96,150344.83,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X80,פיזור מונים,1X40,1,14476.53,3343.55,545.35,18365.43,3305.78,21671.21,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X80,פיזור מונים,3X25,1,14476.53,3343.55,545.35,18365.43,3305.78,21671.21,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X80,פיזור מונים,3X35,1,15728.47,3343.55,545.35,19617.37,3531.13,23148.50,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X80,פיזור מונים,3X40,1,16363.51,3343.55,545.35,20252.41,3645.43,23897.84,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X80,פיזור מונים,3X50,1,17615.45,3343.55,545.35,21504.35,3870.78,25375.13,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X80,פיזור מונים,3X63,1,19248.41,3343.55,545.35,23137.31,4164.72,27302.02,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X80,פיזור מונים,3X80,1,21371.25,3343.55,545.35,25260.15,4546.83,29806.98,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X80,פיזור מונים,3X100,1,23893.27,3343.55,545.35,27782.17,5000.79,32782.96,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X80,פיזור מונים,3X125,1,27032.18,3343.55,545.35,30921.08,5565.79,36486.88,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X80,פיזור מונים,3X160,1,31423.03,3343.55,545.35,35311.93,6356.15,41668.08,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X80,פיזור מונים,3X200,1,36448.92,3343.55,545.35,40337.82,7260.81,47598.63,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X80,פיזור מונים,3X250,1,42726.74,3343.55,545.35,46615.64,8390.82,55006.46,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X80,פיזור מונים,3X315,1,50891.54,3343.55,545.35,54780.44,9860.48,64640.92,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X80,פיזור מונים,3X400,1,61596.50,3343.55,545.35,65485.40,11787.37,77272.77,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X80,פיזור מונים,3X500,1,74115.86,3343.55,545.35,78004.76,14040.86,92045.62,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X80,פיזור מונים,3X630,1,90445.46,3343.55,545.35,94334.36,16980.19,111314.55,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X80,פיזור מונים,3X800,1,111673.94,3343.55,545.35,115562.84,20801.31,136364.15,sumAppartmentHouses
מגורים,חיבור חדש לבניין מגורים,,,,3X80,פיזור מונים,3X910,1,125644.82,3343.55,545.35,129533.72,23316.07,152849.79,sumAppartmentHouses
תעשייה ומסחר,חיבור למבנה מסחרי/ תעשייתי,,,,1X40,ריכוז בכניסה לבניין,,1,2205.75,3343.55,545.35,6094.65,1097.04,7191.69,sumIndustriealBuilding
תעשייה ומסחר,חיבור למבנה מסחרי/ תעשייתי,,,,3X25,ריכוז בכניסה לבניין,,1,2205.75,3343.55,545.35,6094.65,1097.04,7191.69,sumIndustriealBuilding
תעשייה ומסחר,חיבור למבנה מסחרי/ תעשייתי,,,,3X35,ריכוז בכניסה לבניין,,1,2812.05,3343.55,545.35,6700.95,1206.17,7907.13,sumIndustriealBuilding
תעשייה ומסחר,חיבור למבנה מסחרי/ תעשייתי,,,,3X40,ריכוז בכניסה לבניין,,1,3119.60,3343.55,545.35,7008.50,1261.53,8270.03,sumIndustriealBuilding
תעשייה ומסחר,חיבור למבנה מסחרי/ תעשייתי,,,,3X50,ריכוז בכניסה לבניין,,1,4276.01,3343.55,545.35,8164.91,1469.68,9634.59,sumIndustriealBuilding
תעשייה ומסחר,חיבור למבנה מסחרי/ תעשייתי,,,,3X63,ריכוז בכניסה לבניין,,1,5032.10,3343.55,545.35,8921.00,1605.78,10526.78,sumIndustriealBuilding
תעשייה ומסחר,חיבור למבנה מסחרי/ תעשייתי,,,,3X80,ריכוז בכניסה לבניין,,1,6015.01,3343.55,545.35,9903.91,1782.70,11686.62,sumIndustriealBuilding
תעשייה ומסחר,חיבור למבנה מסחרי/ תעשייתי,,,,3X100,ריכוז בכניסה לבניין,,1,14197.19,3343.55,545.35,18086.09,3255.50,21341.58,sumIndustriealBuilding
תעשייה ומסחר,חיבור למבנה מסחרי/ תעשייתי,,,,3X125,ריכוז בכניסה לבניין,,1,17070.54,3343.55,545.35,20959.44,3772.70,24732.15,sumIndustriealBuilding
תעשייה ומסחר,חיבור למבנה מסחרי/ תעשייתי,,,,3X160,ריכוז בכניסה לבניין,,1,21089.92,3343.55,545.35,24978.82,4496.19,29475.01,sumIndustriealBuilding
תעשייה ומסחר,חיבור למבנה מסחרי/ תעשייתי,,,,3X200,ריכוז בכניסה לבניין,,1,23167.13,3343.55,545.35,27056.03,4870.09,31926.12,sumIndustriealBuilding
תעשייה ומסחר,חיבור למבנה מסחרי/ תעשייתי,,,,3X250,ריכוז בכניסה לבניין,,1,27510.47,3343.55,545.35,31399.37,5651.89,37051.26,sumIndustriealBuilding
תעשייה ומסחר,חיבור למבנה מסחרי/ תעשייתי,,,,3X315,ריכוז בכניסה לבניין,,1,33159.32,3343.55,545.35,37048.22,6668.68,43716.90,sumIndustriealBuilding
תעשייה ומסחר,חיבור למבנה מסחרי/ תעשייתי,,,,3X400,ריכוז בכניסה לבניין,,1,40565.59,3343.55,545.35,44454.49,8001.81,52456.30,sumIndustriealBuilding
תעשייה ומסחר,חיבור למבנה מסחרי/ תעשייתי,,,,3X500,ריכוז בכניסה לבניין,,1,49227.16,3343.55,545.35,53116.06,9560.89,62676.95,sumIndustriealBuilding
תעשייה ומסחר,חיבור למבנה מסחרי/ תעשייתי,,,,3X630,ריכוז בכניסה לבניין,,1,60524.86,3343.55,545.35,64413.76,11594.48,76008.24,sumIndustriealBuilding
תעשייה ומסחר,חיבור למבנה מסחרי/ תעשייתי,,,,3X800,ריכוז בכניסה לבניין,,1,75211.87,3343.55,545.35,79100.77,14238.14,93338.91,sumIndustriealBuilding
תעשייה ומסחר,חיבור למבנה מסחרי/ תעשייתי,,,,3X910,ריכוז בכניסה לבניין,,1,84877.68,3343.55,545.35,88766.58,15977.98,104744.56,sumIndustriealBuilding
תעשייה ומסחר,חיבור למבנה מסחרי/ תעשייתי,,,,1X40,ריכוז בכל קומה,,1,3316.05,3343.55,545.35,7204.95,1296.89,8501.84,sumIndustriealBuilding
תעשייה ומסחר,חיבור למבנה מסחרי/ תעשייתי,,,,3X25,ריכוז בכל קומה,,1,3316.05,3343.55,545.35,7204.95,1296.89,8501.84,sumIndustriealBuilding
תעשייה ומסחר,חיבור למבנה מסחרי/ תעשייתי,,,,3X35,ריכוז בכל קומה,,1,4228.85,3343.55,545.35,8117.75,1461.19,9578.94,sumIndustriealBuilding
תעשייה ומסחר,חיבור למבנה מסחרי/ תעשייתי,,,,3X40,ריכוז בכל קומה,,1,4691.86,3343.55,545.35,8580.76,1544.54,10125.30,sumIndustriealBuilding
תעשייה ומסחר,חיבור למבנה מסחרי/ תעשייתי,,,,3X50,ריכוז בכל קומה,,1,6431.76,3343.55,545.35,10320.66,1857.72,12178.38,sumIndustriealBuilding
תעשייה ומסחר,חיבור למבנה מסחרי/ תעשייתי,,,,3X63,ריכוז בכל קומה,,1,7570.26,3343.55,545.35,11459.16,2062.65,13521.81,sumIndustriealBuilding
תעשייה ומסחר,חיבור למבנה מסחרי/ תעשייתי,,,,3X80,ריכוז בכל קומה,,1,9050.31,3343.55,545.35,12939.21,2329.06,15268.27,sumIndustriealBuilding
תעשייה ומסחר,חיבור למבנה מסחרי/ תעשייתי,,,,3X100,ריכוז בכל קומה,,1,14197.19,3343.55,545.35,18086.09,3255.50,21341.58,sumIndustriealBuilding
תעשייה ומסחר,חיבור למבנה מסחרי/ תעשייתי,,,,3X125,ריכוז בכל קומה,,1,17070.54,3343.55,545.35,20959.44,3772.70,24732.15,sumIndustriealBuilding
תעשייה ומסחר,חיבור למבנה מסחרי/ תעשייתי,,,,3X160,ריכוז בכל קומה,,1,21089.92,3343.55,545.35,24978.82,4496.19,29475.01,sumIndustriealBuilding
תעשייה ומסחר,חיבור למבנה מסחרי/ תעשייתי,,,,3X200,ריכוז בכל קומה,,1,23167.13,3343.55,545.35,27056.03,4870.09,31926.12,sumIndustriealBuilding
תעשייה ומסחר,חיבור למבנה מסחרי/ תעשייתי,,,,3X250,ריכוז בכל קומה,,1,27510.47,3343.55,545.35,31399.37,5651.89,37051.26,sumIndustriealBuilding
תעשייה ומסחר,חיבור למבנה מסחרי/ תעשייתי,,,,3X315,ריכוז בכל קומה,,1,33159.32,3343.55,545.35,37048.22,6668.68,43716.90,sumIndustriealBuilding
תעשייה ומסחר,חיבור למבנה מסחרי/ תעשייתי,,,,3X400,ריכוז בכל קומה,,1,40565.59,3343.55,545.35,44454.49,8001.81,52456.30,sumIndustriealBuilding
תעשייה ומסחר,חיבור למבנה מסחרי/ תעשייתי,,,,3X500,ריכוז בכל קומה,,1,49227.16,3343.55,545.35,53116.06,9560.89,62676.95,sumIndustriealBuilding
תעשייה ומסחר,חיבור למבנה מסחרי/ תעשייתי,,,,3X630,ריכוז בכל קומה,,1,60524.86,3343.55,545.35,64413.76,11594.48,76008.24,sumIndustriealBuilding
תעשייה ומסחר,חיבור למבנה מסחרי/ תעשייתי,,,,3X800,ריכוז בכל קומה,,1,75211.87,3343.55,545.35,79100.77,14238.14,93338.91,sumIndustriealBuilding
תעשייה ומסחר,חיבור למבנה מסחרי/ תעשייתי,,,,3X910,ריכוז בכל קומה,,1,84877.68,3343.55,545.35,88766.58,15977.98,104744.56,sumIndustriealBuilding
תעשייה ומסחר,חיבור למבנה מסחרי/ תעשייתי,,,,1X40,פיזור מונים,,1,4358.79,3343.55,545.35,8247.69,1484.58,9732.28,sumIndustriealBuilding
תעשייה ומסחר,חיבור למבנה מסחרי/ תעשייתי,,,,3X25,פיזור מונים,,1,4358.79,3343.55,545.35,8247.69,1484.58,9732.28,sumIndustriealBuilding
תעשייה ומסחר,חיבור למבנה מסחרי/ תעשייתי,,,,3X35,פיזור מונים,,1,5558.08,3343.55,545.35,9446.98,1700.46,11147.44,sumIndustriealBuilding
תעשייה ומסחר,חיבור למבנה מסחרי/ תעשייתי,,,,3X40,פיזור מונים,,1,6166.42,3343.55,545.35,10055.32,1809.96,11865.27,sumIndustriealBuilding
תעשייה ומסחר,חיבור למבנה מסחרי/ תעשייתי,,,,3X50,פיזור מונים,,1,8450.47,3343.55,545.35,12339.37,2221.09,14560.46,sumIndustriealBuilding
תעשייה ומסחר,חיבור למבנה מסחרי/ תעשייתי,,,,3X63,פיזור מונים,,1,9945.28,3343.55,545.35,13834.18,2490.15,16324.34,sumIndustriealBuilding
תעשייה ומסחר,חיבור למבנה מסחרי/ תעשייתי,,,,3X80,פיזור מונים,,1,11888.54,3343.55,545.35,15777.44,2839.94,18617.38,sumIndustriealBuilding
תעשייה ומסחר,חיבור למבנה מסחרי/ תעשייתי,,,,3X100,פיזור מונים,,1,14197.19,3343.55,545.35,18086.09,3255.50,21341.58,sumIndustriealBuilding
תעשייה ומסחר,חיבור למבנה מסחרי/ תעשייתי,,,,3X125,פיזור מונים,,1,17070.54,3343.55,545.35,20959.44,3772.70,24732.15,sumIndustriealBuilding
תעשייה ומסחר,חיבור למבנה מסחרי/ תעשייתי,,,,3X160,פיזור מונים,,1,21089.92,3343.55,545.35,24978.82,4496.19,29475.01,sumIndustriealBuilding
תעשייה ומסחר,חיבור למבנה מסחרי/ תעשייתי,,,,3X200,פיזור מונים,,1,23167.13,3343.55,545.35,27056.03,4870.09,31926.12,sumIndustriealBuilding
תעשייה ומסחר,חיבור למבנה מסחרי/ תעשייתי,,,,3X250,פיזור מונים,,1,27510.47,3343.55,545.35,31399.37,5651.89,37051.26,sumIndustriealBuilding
תעשייה ומסחר,חיבור למבנה מסחרי/ תעשייתי,,,,3X315,פיזור מונים,,1,33159.32,3343.55,545.35,37048.22,6668.68,43716.90,sumIndustriealBuilding
תעשייה ומסחר,חיבור למבנה מסחרי/ תעשייתי,,,,3X400,פיזור מונים,,1,40565.59,3343.55,545.35,44454.49,8001.81,52456.30,sumIndustriealBuilding
תעשייה ומסחר,חיבור למבנה מסחרי/ תעשייתי,,,,3X500,פיזור מונים,,1,49227.16,3343.55,545.35,53116.06,9560.89,62676.95,sumIndustriealBuilding
תעשייה ומסחר,חיבור למבנה מסחרי/ תעשייתי,,,,3X630,פיזור מונים,,1,60524.86,3343.55,545.35,64413.76,11594.48,76008.24,sumIndustriealBuilding
תעשייה ומסחר,חיבור למבנה מסחרי/ תעשייתי,,,,3X800,פיזור מונים,,1,75211.87,3343.55,545.35,79100.77,14238.14,93338.91,sumIndustriealBuilding
תעשייה ומסחר,חיבור למבנה מסחרי/ תעשייתי,,,,3X910,פיזור מונים,,1,84877.68,3343.55,545.35,88766.58,15977.98,104744.56,sumIndustriealBuilding
מגורים,העברת מיקום לחיבור קיים,חיבור אחד בפילר/ מערכת מנייה,1X25,,1X25,,,,2589.61,3343.55,545.35,6478.51,1166.13,7644.65,sumTzamod
מגורים,העברת מיקום לחיבור קיים,חיבור אחד בפילר/ מערכת מנייה,1X35,,1X35,,,,3212.29,3343.55,545.35,7101.19,1278.21,8379.41,sumTzamod
מגורים,העברת מיקום לחיבור קיים,חיבור אחד בפילר/ מערכת מנייה,1X40,,1X40,,,,5703.01,3343.55,545.35,9591.91,1726.54,11318.45,sumTzamod
מגורים,העברת מיקום לחיבור קיים,חיבור אחד בפילר/ מערכת מנייה,3X25,,3X25,,,,5703.01,3343.55,545.35,9591.91,1726.54,11318.45,sumTzamod
מגורים,העברת מיקום לחיבור קיים,חיבור אחד בפילר/ מערכת מנייה,3X35,,3X35,,,,7571.05,3343.55,545.35,11459.95,2062.79,13522.74,sumTzamod
מגורים,העברת מיקום לחיבור קיים,חיבור אחד בפילר/ מערכת מנייה,3X40,,3X40,,,,8518.60,3343.55,545.35,12407.50,2233.35,14640.85,sumTzamod
מגורים,העברת מיקום לחיבור קיים,חיבור אחד בפילר/ מערכת מנייה,3X50,,3X50,,,,10386.64,3343.55,545.35,14275.54,2569.60,16845.13,sumTzamod
מגורים,העברת מיקום לחיבור קיים,חיבור אחד בפילר/ מערכת מנייה,3X63,,3X63,,,,12823.21,3343.55,545.35,16712.11,3008.18,19720.29,sumTzamod
מגורים,העברת מיקום לחיבור קיים,חיבור אחד בפילר/ מערכת מנייה,3X80,,3X80,,,,15990.75,3343.55,545.35,19879.65,3578.34,23457.99,sumTzamod
מגורים,העברת מיקום לחיבור קיים,חיבור אחד בפילר/ מערכת מנייה,3X100,,3X100,,,,19753.90,3343.55,545.35,23642.80,4255.70,27898.50,sumTzamod
מגורים,העברת מיקום לחיבור קיים,חיבור אחד בפילר/ מערכת מנייה,3X125,,3X125,,,,24437.53,3343.55,545.35,28326.42,5098.76,33425.18,sumTzamod
מגורים,העברת מיקום לחיבור קיים,חיבור אחד בפילר/ מערכת מנייה,3X160,,3X160,,,,30989.19,3343.55,545.35,34878.09,6278.06,41156.15,sumTzamod
מגורים,העברת מיקום לחיבור קיים,חיבור אחד בפילר/ מערכת מנייה,3X200,,3X200,,,,38488.41,3343.55,545.35,42377.31,7627.92,50005.23,sumTzamod
מגורים,העברת מיקום לחיבור קיים,חיבור אחד בפילר/ מערכת מנייה,3X250,,3X250,,,,47855.67,3343.55,545.35,51744.57,9314.02,61058.59,sumTzamod
מגורים,העברת מיקום לחיבור קיים,חיבור אחד בפילר/ מערכת מנייה,3X315,,3X315,,,,60038.52,3343.55,545.35,63927.42,11506.94,75434.36,sumTzamod
מגורים,העברת מיקום לחיבור קיים,חיבור אחד בפילר/ מערכת מנייה,3X400,,3X400,,,,76011.59,3343.55,545.35,79900.49,14382.09,94282.58,sumTzamod
מגורים,העברת מיקום לחיבור קיים,חיבור אחד בפילר/ מערכת מנייה,3X500,,3X500,,,,94691.96,3343.55,545.35,98580.86,17744.55,116325.41,sumTzamod
מגורים,העברת מיקום לחיבור קיים,חיבור אחד בפילר/ מערכת מנייה,3X630,,3X630,,,,119057.66,3343.55,545.35,122946.56,22130.38,145076.94,sumTzamod
מגורים,העברת מיקום לחיבור קיים,חיבור אחד בפילר/ מערכת מנייה,3X800,,3X800,,,,150733.07,3343.55,545.35,154621.97,27831.95,182453.92,sumTzamod
מגורים,העברת מיקום לחיבור קיים,חיבור אחד בפילר לשני מונים,1X25,,1X25,,,,1581.79,1671.78,545.35,3798.92,683.80,4482.72,sumTzamod
מגורים,העברת מיקום לחיבור קיים,חיבור אחד בפילר לשני מונים,1X35,,1X35,,,,1966.51,1671.78,545.35,4183.64,753.05,4936.69,sumTzamod
מגורים,העברת מיקום לחיבור קיים,חיבור אחד בפילר לשני מונים,1X40,,1X40,,,,3505.40,1671.78,545.35,5722.52,1030.05,6752.57,sumTzamod
מגורים,העברת מיקום לחיבור קיים,חיבור אחד בפילר לשני מונים,3X25,,3X25,,,,3505.40,1671.78,545.35,5722.52,1030.05,6752.57,sumTzamod
מגורים,העברת מיקום לחיבור קיים,חיבור אחד בפילר לשני מונים,3X35,,3X35,,,,4659.56,1671.78,545.35,6876.68,1237.80,8114.49,sumTzamod
מגורים,העברת מיקום לחיבור קיים,חיבור אחד בפילר לשני מונים,3X40,,3X40,,,,5245.00,1671.78,545.35,7462.13,1343.18,8805.31,sumTzamod
